Alaska,Washington,Montana,North Dakota,Minnesota,Wisconsin,Michigan,New York,Vermont,New Hampshire,Maine,Oregon,Idaho,Wyoming,South Dakota,Nebraska,Iowa,Illinois,Indiana,Ohio,Pennsylvania,Connecticut,Rhode Island,Massachusetts,California,Nevada,Utah,Colorado,Kansas,Missouri,Kentucky,West Virginia,Virginia,District Of Columbia,Maryland,Delaware,New Jersey,Arizona,New Mexico,Texas,Oklahoma,Arkansas,Tennessee,Louisiana,Mississippi,Alabama,Florida,Georgia,South Carolina,North Carolina,Puerto Rico,Virgin Islands,Hawaii
Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,Good,Good,Good,Good,Moderate,Good,Good,Good,null,Good,Good,Good,Good,null,null,null,null,Good,Good,Good,null,Good,null,Good,Moderate,Good,Good,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,Unhealthy,null,Good
Good,Good,Good,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,Good,Good,Good,null,Moderate,Good,Good,Good,null,Good,null,Good,Good,null,Good,null,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,Good,Good,Very Unhealthy,null,Good
Good,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Good,null,Good,Good,Good,null,Good,Good,Good,null,null,null,Good,Good,null,Good,Moderate,Good,Good,null,Good,null,Good,null,Good,null,Good,Moderate,Good,null,Good,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,null,Good
Good,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,null,null,Good,Good,null,null,Moderate,Good,Good,Good,Good,null,Good,null,Good,Unhealthy for Sensitive Groups,Good,Unhealthy for Sensitive Groups,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,null,Moderate,Good
Good,Good,Good,null,Good,Good,Good,Good,Good,Good,null,Good,Good,null,Good,Good,Good,Moderate,Moderate,Moderate,Good,Good,null,Good,Good,Good,Moderate,null,Moderate,Moderate,Moderate,Moderate,Good,Moderate,Good,null,Good,Moderate,Good,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,Moderate,Good,Moderate,Moderate,Moderate,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,Moderate,null,null,Good
Good,Good,Good,null,Good,Good,Good,Good,Good,Good,Moderate,Good,Good,null,Good,Moderate,Good,Moderate,Good,Good,Good,Good,null,Good,Good,Good,Moderate,null,Moderate,Moderate,Good,Moderate,Moderate,Good,null,Good,Good,null,Good,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Good,Moderate,Moderate,null,null,Good
Good,Good,Good,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,null,null,Good,Good,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,null,null,Good,null,Good,Moderate,Moderate,Good,Good,Moderate,Good,Good,Moderate,Good,Good,Good,null,null,Good
Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,Moderate,Good,Good,Good,Good,null,Good,null,null,Good,Good,Moderate,Moderate,Moderate,Good,Moderate,Moderate,Good,Moderate,Good,Good,Good,null,null,Good
null,Good,Good,null,null,null,null,Good,null,null,null,null,Good,null,null,Good,Good,Good,Good,Moderate,Good,null,null,Good,Good,null,Good,Good,null,Good,null,null,null,Good,null,null,null,Good,Good,Moderate,Moderate,Moderate,Good,Moderate,Moderate,Good,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,Moderate,Good,Good,Good,null,null,Good,Good,null,null,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Moderate,Moderate,Moderate,Good,Moderate,Moderate,Good,null,Good,Good,Good,null,null,null
null,Good,Good,Good,null,null,null,Good,null,null,Good,Moderate,Good,null,null,Good,Moderate,Moderate,Moderate,Moderate,Moderate,null,Good,Good,Good,null,Good,Good,null,Good,null,null,null,Moderate,Good,null,null,Good,Good,Moderate,Moderate,null,Good,Moderate,Good,Good,null,Moderate,Good,Good,null,null,null
null,Good,Moderate,Good,null,null,null,Moderate,null,null,Good,Moderate,Good,null,null,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,Moderate,Moderate,Moderate,Moderate,null,Moderate,Moderate,Moderate,Moderate,Moderate,Good,null,Unhealthy for Sensitive Groups,null,Moderate,null,Unhealthy,Moderate,null,null,Moderate,Good,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Moderate,null,Moderate,Moderate,Moderate,null,null,null
null,Good,Good,Good,null,null,null,Moderate,null,null,Good,Good,Good,null,null,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,null,Good,Moderate,Moderate,Moderate,Unhealthy for Sensitive Groups,Good,null,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,null,null,Good,Good,Moderate,Moderate,Good,Moderate,Good,Good,Moderate,null,Moderate,Moderate,Moderate,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Moderate,Moderate,Moderate,Moderate,Good,null,Good,Good,Good,null,null,Good,null,Moderate,null,null,null,Moderate,Good,null,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,null
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Moderate,Moderate,Moderate,Good,Good,null,null,Good,Good,null,Good,Good,null,Moderate,null,Good,null,Moderate,Good,null,null,Good,Moderate,Good,Good,Good,null,Good,Good,Good,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Moderate,Moderate,Moderate,Good,Good,null,Good,Good,Good,null,null,null,null,Good,Good,Good,Good,Moderate,Good,null,null,Good,Good,Moderate,Moderate,Good,Good,Moderate,Good,Good,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,Moderate,Good,Moderate,Good,null,Good,Moderate,Good,null,null,Good,null,Good,null,Good,null,Good,Good,null,null,Good,Good,Moderate,Moderate,Good,null,Moderate,Moderate,Moderate,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Moderate,Good,null,Good,Good,Good,null,null,Good,null,Good,null,null,null,Good,null,null,null,Good,Good,Good,Moderate,Good,null,Moderate,Moderate,Moderate,null,Good,Good,Good,null,null,null
null,Good,Good,Good,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,Moderate,Good,Good,Good,Good,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,null,Moderate,Good,null,Good,null,null,null,Good,Good,null,null,Good,Good,Good,null,null,null,Good,Good,Moderate,null,Good,Good,Good,null,null,Good
null,Good,Good,null,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,null,Good,Good,null,null,null,Good,null,Good,Good,null,null,Good,Good,Good,null,Good,null,Good,Good,Moderate,null,Good,Good,Good,null,null,Good
null,Good,Good,null,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,Moderate,null,Good,Good,Good,Good,Good,null,null,null,Good,Good,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,null,null,Good,null,Good,null,null,null,Good,Good,null,null,Good,Good,Moderate,Moderate,Moderate,null,Good,Good,Moderate,null,Good,Moderate,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,null,Good,Moderate,Good,null,null,Good,Good,null,Moderate,Good,null,Good,null,Good,null,Good,Good,null,null,Good,Good,Moderate,Moderate,Moderate,Moderate,Good,Good,Moderate,null,Good,Good,Good,null,null,null
null,Good,Good,Good,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,null,Good,Good,Good,null,Good,Good,Good,null,Moderate,Good,null,Moderate,Good,Good,Good,Good,Good,null,null,Good,Good,Moderate,Moderate,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,null,null,Good,null,null,Good,Moderate,Moderate,Good,Good,Good,null,null,Good,Good,null,null,Good,null,Good,Good,null,null,Good,null,null,null,Good,Good,Good,Moderate,Good,Good,Good,Good,Moderate,null,Good,Good,Good,null,null,null
null,Good,Good,null,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,null,Moderate,Good,null,Good,null,Good,null,Moderate,Moderate,null,null,Good,null,Good,Good,Good,Moderate,Good,Good,Moderate,null,Good,Good,Good,null,null,null
null,Good,Good,Good,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,null,Moderate,Good,Good,null,Moderate,null,null,Good,Good,Good,Good,Good,Moderate,null,null,null,null,Moderate,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,Good
null,Good,Good,null,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Good,Good,null,null,Good,Moderate,null,Moderate,Good,null,Good,null,null,null,Good,Good,null,null,Good,Good,Good,Good,Good,null,Good,Good,Moderate,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,null,Good,Good,Good,null,Good,Good,Good,null,Good,Good,null,Good,null,null,null,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,Good,Good,null,null,Good,Good,null,Good,Good,Good,null,null,Good,Good,Moderate,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,null,Good,Good,Good,null,null,Good,Good,null,Moderate,Good,null,Good,Good,null,null,Good,Good,null,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,null,Good
null,Good,Good,Good,null,null,null,Good,null,null,Good,null,Good,null,null,Good,Good,Good,Good,Moderate,Good,null,null,Good,Good,null,Moderate,Good,null,Good,null,null,null,Good,Good,null,null,null,Good,Good,Good,Good,null,Good,Good,Moderate,null,Good,Good,Good,null,null,Good
